Nom Commune,Année_y,DPE_A,DPE_B,DPE_C,DPE_D,DPE_E,DPE_F,température maximale_automne,température maximale_hiver,température maximale_printemps,température maximale_été,température minimale_automne,température minimale_hiver,température minimale_printemps,température minimale_été,centile_25,centile_50,centile_75
perpignan,2023,0.0,0.0,1.0,0.0,0.0,0.0,24.8,14.3,21.2,31.0,14.6,5.0,10.6,20.9,12.325,17.1,22.775
perros-guirec,2018,0.0,0.0,1.0,0.0,0.0,0.0,16.6,11.2,15.0,20.7,11.1,6.8,8.5,14.7,9.675,11.85,15.55
perros-guirec,2019,0.0,0.0,1.0,0.0,0.0,0.0,16.2,11.2,13.7,21.5,11.5,6.3,7.8,14.5,9.525,11.45,15.2
perros-guirec,2020,0.0,0.0,1.0,0.0,0.0,0.0,15.5,11.1,15.6,19.9,10.7,7.0,9.2,14.2,9.4,12.4,15.45
perros-guirec,2021,0.0,0.0,1.0,0.0,0.0,0.0,17.5,10.7,12.5,19.7,11.7,6.0,6.8,14.4,9.275,11.1,15.4
perros-guirec,2022,0.0,0.0,1.0,0.0,0.0,0.0,18.5,10.1,13.7,22.2,13.2,6.0,8.1,15.1,9.575,12.8,15.825
perros-guirec,2023,0.0,0.0,1.0,0.0,0.0,0.0,18.5,10.9,13.7,20.8,12.4,6.4,8.2,14.7,10.35,12.15,16.775000000000002
poitiers,2018,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,19.1,9.8,18.7,28.1,8.9,4.6,7.9,14.6,8.0,13.15,18.3
poitiers,2019,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,17.8,10.9,17.0,27.2,11.1,2.3,5.4,13.7,7.9,12.2,17.875
poitiers,2020,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,16.1,10.5,19.9,27.4,9.1,3.8,8.5,14.0,8.85,13.1,17.400000000000002
poitiers,2021,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,18.7,9.5,16.2,24.5,6.6,3.2,3.9,13.7,7.325,11.2,18.425
poitiers,2022,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,21.6,8.7,16.9,29.4,11.5,2.9,6.2,14.8,9.15,14.0,18.025
poitiers,2023,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,21.6,10.4,16.3,27.1,10.4,3.3,5.7,14.9,8.925,13.1,20.275
pornic,2020,0.0,0.0,1.0,0.0,0.0,0.0,16.9,11.3,,,9.9,5.4,,,10.025,11.8,14.25
pornic,2021,0.0,0.0,1.0,0.0,0.0,0.0,,10.5,17.7,24.1,,4.7,4.2,14.5,8.1,10.7,17.3
pornic,2022,0.0,0.0,1.0,0.0,0.0,0.0,20.8,8.8,18.0,28.2,13.2,4.2,7.2,15.8,10.0,14.45,18.175
pornic,2023,0.0,0.0,1.0,0.0,0.0,0.0,20.7,11.6,16.3,24.3,12.1,5.6,7.7,15.7,10.0,13.9,19.325
puteaux,2019,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,,10.7,,,,5.7,,,7.9,7.9,7.9
puteaux,2020,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,16.2,9.8,21.6,26.8,10.5,5.0,8.7,15.4,9.275,13.8,18.9
puteaux,2021,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,17.8,10.2,15.6,24.9,8.7,3.9,4.6,15.3,7.574999999999999,11.3,18.825
puteaux,2022,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,20.8,8.2,17.3,29.5,12.2,3.9,7.0,16.5,9.75,13.95,18.1
puteaux,2023,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,20.2,10.7,15.7,26.1,11.4,4.7,7.4,16.3,9.45,13.1,20.55
rennes,2018,0.0,0.0,0.3275862068965517,0.3793103448275862,0.29310344827586204,0.0,18.2,11.0,17.4,25.1,9.1,6.3,8.4,14.3,8.5,12.7,17.349999999999998
rennes,2019,0.0,0.0,0.3275862068965517,0.3793103448275862,0.29310344827586204,0.0,16.7,10.6,16.3,24.9,10.9,3.8,6.4,14.1,8.125,12.2,16.825000000000003
rennes,2020,0.0,0.0,0.3275862068965517,0.3793103448275862,0.29310344827586204,0.0,16.0,10.7,20.2,24.9,9.7,5.0,8.9,13.4,9.2,13.2,16.925
rennes,2021,0.0,0.0,0.3275862068965517,0.3793103448275862,0.29310344827586204,0.0,17.9,10.1,15.6,22.5,9.3,4.5,4.2,13.6,7.675,11.1,17.35
rennes,2022,0.0,0.0,0.3275862068965517,0.3793103448275862,0.29310344827586204,0.0,20.0,8.5,17.1,27.9,12.6,4.1,6.3,14.6,9.4,13.6,16.925
rennes,2023,0.0,0.0,0.3275862068965517,0.3793103448275862,0.29310344827586204,0.0,19.8,10.9,15.9,24.4,10.9,4.7,6.8,14.4,9.35,12.85,18.825
roubaix,2019,0.0,0.0,0.4,0.4,0.2,0.0,16.2,9.3,21.2,25.8,10.2,3.9,11.5,14.7,11.4,16.0,18.950000000000003
roubaix,2020,0.0,0.0,0.4,0.4,0.2,0.0,15.4,9.0,19.5,24.0,9.7,4.4,6.4,13.7,7.775,12.5,17.375
roubaix,2021,0.0,0.0,0.4,0.4,0.2,0.0,16.4,8.8,13.0,23.4,8.4,2.4,3.7,14.3,7.35,9.95,17.575
roubaix,2022,0.0,0.0,0.4,0.4,0.2,0.0,19.6,7.9,16.1,26.7,10.8,2.5,6.2,14.6,8.475000000000001,12.85,16.475
roubaix,2023,0.0,0.0,0.4,0.4,0.2,0.0,18.6,9.8,13.9,24.5,11.0,3.9,5.5,14.9,8.175,11.85,19.0
rouen,2022,0.0,0.0,0.0,1.0,0.0,0.0,20.1,7.9,,28.6,10.8,2.5,,15.5,11.95,15.9,20.5
rouen,2023,0.0,0.0,0.0,1.0,0.0,0.0,20.1,10.9,15.8,25.2,10.0,3.8,6.6,15.0,8.95,12.3,19.45
saint-chamond,2018,0.0,0.0,1.0,0.0,0.0,0.0,18.6,8.9,19.8,29.4,9.4,3.1,8.8,17.0,7.525,13.75,19.200000000000003
saint-chamond,2019,0.0,0.0,1.0,0.0,0.0,0.0,18.8,10.2,16.0,27.6,10.2,1.4,5.8,15.7,7.175,11.85,18.45
saint-chamond,2020,0.0,0.0,1.0,0.0,0.0,0.0,15.8,8.9,20.6,29.5,8.4,2.4,7.7,16.6,8.125,12.8,18.625
saint-chamond,2021,0.0,0.0,1.0,0.0,0.0,0.0,17.2,7.3,15.3,25.1,7.9,1.7,4.3,14.9,6.925000000000001,10.8,18.625
saint-chamond,2022,0.0,0.0,1.0,0.0,0.0,0.0,22.4,8.6,16.5,30.4,12.1,2.1,6.2,17.3,8.275,14.0,19.525
saint-chamond,2023,0.0,0.0,1.0,0.0,0.0,0.0,22.3,10.1,15.8,29.5,11.2,2.2,6.0,17.0,7.725,12.85,20.85
saint-denis,2018,0.0,0.0,0.25,0.25,0.5,0.0,20.2,23.1,21.45,18.9,12.100000000000001,16.05,14.65,10.0,12.975,16.55,19.725
saint-denis,2019,0.0,0.0,0.25,0.25,0.5,0.0,20.55,23.75,22.5,18.8,12.15,16.4,14.25,10.55,13.775,16.950000000000003,19.675
saint-denis,2020,0.0,0.0,0.25,0.25,0.5,0.0,22.950000000000003,24.700000000000003,22.05,20.1,16.05,19.2,14.3,14.0,15.075,18.4,21.6
saint-denis,2021,0.0,0.0,0.25,0.25,0.5,0.0,23.299999999999997,26.25,25.65,21.75,16.6,19.9,19.65,15.3,16.425,20.45,22.9
saint-denis,2022,0.0,0.0,0.25,0.25,0.5,0.0,22.75,25.75,25.45,21.549999999999997,15.65,19.8,19.45,14.95,16.225,19.8,22.5
saint-denis,2023,0.0,0.0,0.25,0.25,0.5,0.0,24.3,26.25,25.45,22.55,17.549999999999997,19.85,19.45,16.1,17.0,21.05,22.975
saint-genis-laval,2018,0.0,0.0,0.0,1.0,0.0,0.0,18.8,8.7,21.55,30.0,10.0,3.3,10.649999999999999,17.7,8.05,14.5,20.05
saint-genis-laval,2019,0.0,0.0,0.0,1.0,0.0,0.0,19.0,10.0,17.2,28.8,11.2,2.2,6.7,16.1,7.35,12.65,19.15
saint-genis-laval,2020,0.0,0.0,0.0,1.0,0.0,0.0,15.9,9.0,21.8,30.7,9.0,3.3,8.6,17.3,8.775,13.9,19.225
saint-genis-laval,2021,0.0,0.0,0.0,1.0,0.0,0.0,17.8,7.7,16.4,26.1,8.2,2.5,5.7,15.8,7.375,11.6,19.15
saint-genis-laval,2022,0.0,0.0,0.0,1.0,0.0,0.0,22.6,8.4,17.9,31.9,12.9,3.2,7.1,18.1,9.175,14.75,20.1
saint-genis-laval,2023,0.0,0.0,0.0,1.0,0.0,0.0,22.0,10.0,16.6,30.3,11.6,3.1,7.1,17.7,7.875,13.8,21.55
saint-gervais-les-bains,2018,0.0,0.0,0.0,0.0,1.0,0.0,11.2,-0.25,10.8,17.4,4.7,-6.3,2.5,10.4,0.85,7.4,11.3
saint-gervais-les-bains,2019,0.0,0.0,0.0,0.0,1.0,0.0,11.4,4.3,6.1,18.2,4.7,-1.9,-0.9,10.7,0.55,2.45,10.9
saint-gervais-les-bains,2020,0.0,0.0,0.0,0.0,1.0,0.0,8.4,3.7,9.7,17.7,1.9,-3.0,3.0,10.4,0.175,5.25,9.425
saint-gervais-les-bains,2021,0.0,0.0,0.0,0.0,1.0,0.0,9.2,3.0,4.1,15.6,3.0,-2.5,-2.0,9.0,0.4249999999999999,2.65,10.775
saint-gervais-les-bains,2022,0.0,0.0,0.0,0.0,1.0,0.0,12.2,2.6,6.2,18.0,5.7,-3.4,-0.1,10.2,1.1,5.5,10.55
saint-gervais-les-bains,2023,0.0,0.0,0.0,0.0,1.0,0.0,12.8,3.1,4.6,17.9,6.4,-2.6,-1.4,10.8,0.1,3.95,12.65
saint-priest,2018,0.0,1.0,0.0,0.0,0.0,0.0,18.8,9.1,20.8,30.0,10.1,4.0,9.2,18.1,8.174999999999999,14.5,20.4
saint-priest,2019,0.0,1.0,0.0,0.0,0.0,0.0,19.6,10.5,17.7,28.8,11.7,1.0,7.0,16.5,7.9,13.35,19.775
saint-priest,2020,0.0,1.0,0.0,0.0,0.0,0.0,16.7,9.5,21.9,30.7,9.5,3.3,8.4,17.8,8.8,13.95,19.75
saint-priest,2021,0.0,1.0,0.0,0.0,0.0,0.0,18.3,8.0,16.6,26.7,8.0,2.2,5.5,16.4,7.925000000000001,11.85,19.775
saint-priest,2022,0.0,1.0,0.0,0.0,0.0,0.0,22.2,8.8,17.5,31.3,12.5,2.4,6.1,17.3,9.025,14.6,20.175
saint-priest,2023,0.0,1.0,0.0,0.0,0.0,0.0,22.5,10.2,16.3,30.0,11.1,2.7,6.2,17.6,8.175,13.7,21.675
saintes,2018,0.0,0.0,1.0,0.0,0.0,0.0,20.2,11.7,18.9,29.2,9.1,6.4,9.0,15.0,9.025,13.7,19.125
saintes,2019,0.0,0.0,1.0,0.0,0.0,0.0,19.5,12.5,17.8,27.7,12.1,4.2,7.1,14.3,9.1,13.15,18.625
saintes,2020,0.0,0.0,1.0,0.0,0.0,0.0,17.8,11.8,21.0,28.3,9.8,5.4,9.2,14.3,10.175,13.95,17.95
saintes,2021,0.0,0.0,1.0,0.0,0.0,0.0,20.1,11.6,18.9,25.3,7.9,4.5,5.7,14.4,8.95,12.5,18.825
saintes,2022,0.0,0.0,1.0,0.0,0.0,0.0,22.6,10.3,17.9,31.0,12.4,4.0,7.4,15.3,10.4,14.85,18.700000000000003
saintes,2023,0.0,0.0,1.0,0.0,0.0,0.0,22.6,11.2,18.0,27.6,11.4,4.0,7.4,15.6,9.975,14.25,20.375
sens,2018,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,19.8,9.2,19.3,28.2,6.7,4.0,7.5,13.8,7.300000000000001,12.9,17.05
sens,2019,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,17.6,10.2,16.8,28.5,9.7,1.2,5.0,13.2,7.475,12.1,17.025
sens,2020,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,15.8,9.9,21.4,27.9,9.4,4.2,5.9,13.1,8.575,12.9,17.575
sens,2021,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,18.0,9.3,15.4,24.9,6.3,2.9,2.4,13.3,6.55,10.1,17.85
sens,2022,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,21.4,7.6,17.0,28.6,10.4,2.8,4.8,13.6,8.1,13.15,17.75
sens,2023,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,20.8,9.9,15.2,27.1,9.1,4.3,5.0,14.0,8.675,12.05,19.55
thonon-les-bains,2018,0.0,0.0,0.0,0.0,1.0,0.0,17.0,8.2,18.0,27.1,9.1,3.5,8.3,17.0,6.025,12.55,18.2
thonon-les-bains,2019,0.0,0.0,0.0,0.0,1.0,0.0,16.8,8.4,14.5,25.8,10.3,0.5,5.9,16.1,6.825,10.9,17.675
thonon-les-bains,2020,0.0,0.0,0.0,0.0,1.0,0.0,14.1,7.4,18.1,26.0,8.2,2.5,7.7,16.8,7.325,11.55,17.425
thonon-les-bains,2021,0.0,0.0,0.0,0.0,1.0,0.0,15.3,6.0,13.8,24.0,8.1,1.8,5.0,15.4,6.075,10.25,17.875
thonon-les-bains,2022,0.0,0.0,0.0,0.0,1.0,0.0,18.6,7.8,14.7,27.4,11.9,2.0,6.2,17.5,6.925000000000001,12.45,18.3
thonon-les-bains,2023,0.0,0.0,0.0,0.0,1.0,0.0,18.8,8.5,13.5,27.0,11.2,1.8,6.1,17.5,7.25,11.9,19.525
torpes,2019,0.0,0.0,0.0,1.0,0.0,0.0,17.7,9.3,,29.25,10.4,3.6,,14.7,8.775,15.35,19.6
torpes,2020,0.0,0.0,0.0,1.0,0.0,0.0,15.5,8.5,21.4,28.7,8.4,3.3,5.4,13.6,7.925,12.45,17.974999999999998
torpes,2021,0.0,0.0,0.0,1.0,0.0,0.0,17.2,7.2,16.3,24.8,6.0,1.5,2.3,14.1,6.425000000000001,10.15,17.450000000000003
torpes,2022,0.0,0.0,0.0,1.0,0.0,0.0,21.4,8.0,16.8,30.0,10.5,1.7,4.9,14.1,8.049999999999999,13.25,18.225
torpes,2023,0.0,0.0,0.0,1.0,0.0,0.0,21.2,9.0,15.9,27.9,8.9,2.9,5.2,15.2,7.674999999999999,12.35,19.65
trappes,2018,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,17.7,8.8,17.3,25.9,8.9,4.1,8.3,14.6,6.85,12.85,16.700000000000003
trappes,2019,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,15.9,9.0,15.5,25.5,10.0,2.1,5.6,14.4,7.125,11.6,16.725
trappes,2020,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,14.7,8.6,19.5,25.3,9.1,4.2,7.9,13.7,7.95,12.55,17.424999999999997
trappes,2021,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,16.3,8.9,13.7,23.2,7.5,3.2,3.3,13.9,6.325,9.95,17.4
trappes,2022,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,19.1,6.7,15.5,27.4,11.4,2.6,5.6,14.9,8.5,12.8,16.5
trappes,2023,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,18.8,9.5,14.2,24.7,10.2,3.4,5.6,14.8,8.175,11.85,19.3
valbonne,2018,0.0,0.0,1.0,0.0,0.0,0.0,21.5,14.2,18.4,28.7,14.8,8.0,11.8,20.3,10.575,16.2,21.425
valbonne,2019,0.0,0.0,1.0,0.0,0.0,0.0,21.6,15.1,17.4,29.3,14.8,7.2,9.7,21.1,11.25,13.85,21.75
valbonne,2020,0.0,0.0,1.0,0.0,0.0,0.0,19.0,13.6,18.1,28.2,11.7,7.6,11.0,20.1,11.075,14.45,20.625
valbonne,2021,0.0,0.0,1.0,0.0,0.0,0.0,20.6,13.9,16.1,28.3,13.5,6.9,9.0,19.5,10.925,14.25,21.625
valbonne,2022,0.0,0.0,1.0,0.0,0.0,0.0,23.2,13.8,17.6,30.4,16.1,7.1,10.0,22.0,10.625,16.35,22.05
valbonne,2023,0.0,0.0,1.0,0.0,0.0,0.0,24.1,13.4,19.3,31.0,16.6,6.8,10.5,21.8,12.375,16.35,22.75
versailles,2018,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,18.3,9.3,18.2,26.7,7.7,4.0,7.7,13.4,7.125,12.6,16.225
versailles,2019,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,16.6,9.5,16.3,26.1,9.7,1.5,4.6,13.0,7.2,11.45,16.45
versailles,2020,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,15.2,9.0,20.2,26.0,9.1,3.8,6.5,12.6,8.200000000000001,12.4,17.125
versailles,2021,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,16.9,9.4,14.4,24.0,6.6,2.7,2.2,13.2,6.4,9.7,17.099999999999998
versailles,2022,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,19.9,7.2,16.4,28.1,10.3,2.8,4.8,12.5,8.5,12.75,16.25
versailles,2023,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,19.3,10.0,14.7,25.5,9.6,3.5,5.3,13.9,8.45,11.65,19.125
villenave-d'ornon,2018,0.0,0.0,1.0,0.0,0.0,0.0,20.3,12.1,19.4,29.4,10.3,6.9,9.7,17.2,9.375,14.4,20.325000000000003
villenave-d'ornon,2019,0.0,0.0,1.0,0.0,0.0,0.0,21.0,12.7,18.2,28.8,12.4,4.3,8.0,16.5,9.475,13.85,19.675
villenave-d'ornon,2020,0.0,0.0,1.0,0.0,0.0,0.0,18.3,12.7,20.9,29.3,10.0,5.7,10.4,16.8,10.475,14.35,18.95
villenave-d'ornon,2021,0.0,0.0,1.0,0.0,0.0,0.0,20.5,12.9,18.7,25.9,9.1,4.7,7.4,15.7,9.775,13.45,20.0
villenave-d'ornon,2022,0.0,0.0,1.0,0.0,0.0,0.0,24.0,12.3,18.2,31.5,14.3,5.4,8.4,17.7,10.8,15.65,20.15
villenave-d'ornon,2023,0.0,0.0,1.0,0.0,0.0,0.0,23.5,12.1,18.9,28.2,12.3,4.5,8.9,17.0,10.65,15.35,21.675
vire normandie,2018,0.0,0.0,0.0,1.0,0.0,0.0,17.7,10.4,16.7,23.8,6.8,5.5,7.2,12.2,7.975,11.8,15.45
vire normandie,2019,0.0,0.0,0.0,1.0,0.0,0.0,16.0,10.4,15.5,24.3,9.8,2.1,4.6,12.0,7.6,10.8,15.45
vire normandie,2020,0.0,0.0,0.0,1.0,0.0,0.0,15.4,9.9,19.3,23.2,8.9,4.5,5.7,11.4,8.175,11.9,15.925
vire normandie,2021,0.0,0.0,0.0,1.0,0.0,0.0,17.3,9.7,14.0,22.6,8.0,3.4,1.4,11.8,7.05,9.55,16.325
vire normandie,2022,0.0,0.0,0.0,1.0,0.0,0.0,19.3,8.5,15.5,26.8,10.7,2.9,4.0,11.6,8.5,12.3,15.8
vire normandie,2023,0.0,0.0,0.0,1.0,0.0,0.0,19.0,10.6,14.7,22.9,9.3,3.7,5.8,13.2,8.9,11.5,17.825
